id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance
5794,095-08,9,PUPPONI,François,M.,ENS,Ensemble ! (Majorité présidentielle)
5795,095-08,10,ZAOUI,Farouk,M.,DVG,Divers gauche
5796,095-08,11,ANGREVIER,Patrick,M.,UDI,Union des Démocrates et des Indépendants
5797,095-08,12,AUGUSTE,Daniel,M.,DVG,Divers gauche
5798,095-08,13,TOOR,Efatt,Mme,DVG,Divers gauche
5799,095-09,1,LUSSOT,Jean-Marc,M.,DVG,Divers gauche
5800,095-09,2,PARK,Zivka,Mme,ENS,Ensemble ! (Majorité présidentielle)
5801,095-09,3,LE GALL,Arnaud,M.,FI,La France Insoumise
5802,095-09,4,ITIM,Youcef,M.,ECO,Ecologistes
5803,095-09,5,ARCIERO,Anthony,M.,LR,Les Républicains
5804,095-09,6,SLAMANI,Miloud,M.,DIV,Divers
5805,095-09,7,NDALA,Sympson,M.,RDG,Parti radical de gauche
5806,095-09,8,SARAGOSA,Sylvain,M.,REC,Reconquête !
5807,095-09,9,MARLY,Jean-Baptiste,M.,RN,Rassemblement National
5808,095-09,10,HAKKOU,Mohammed,M.,DVG,Divers gauche
5809,095-09,11,HANRYON,Danièle,Mme,DXG,Divers extrême gauche
5810,095-09,12,HITACHE,Abdelsalem,M.,DVC,Divers centre
5811,095-09,13,JAOUADI,Nathan,M.,DIV,Divers
5812,095-10,1,LOULENDOT,Joseline Sylvie,Mme,RDG,Parti radical de gauche
5813,095-10,2,JOSÉ,Patricia,Mme,LR,Les Républicains
5814,095-10,3,RIGOUSTE,Sabine,Mme,DSV,Droite souverainiste
5815,095-10,4,BELLOC,Augustin,M.,DVG,Divers gauche
5816,095-10,5,TACHÉ,Aurélien,M.,ECO,Ecologistes
5817,095-10,6,ARRAR,Najet,Mme,DIV,Divers
5818,095-10,7,ZIABAT,Karim,M.,DVG,Divers gauche
5819,095-10,8,FLAUX,Christophe,M.,DXG,Divers extrême gauche
5820,095-10,9,OLLIVIER,Evelyne,Mme,ECO,Ecologistes
5821,095-10,10,FIDI,Patricia,Mme,DVC,Divers centre
5822,095-10,11,BINET,Matthieu,M.,DXG,Divers extrême gauche
5823,095-10,12,SAITOULI,Sanaa,Mme,DVG,Divers gauche
5824,095-10,13,LACHAS,Victorien,M.,ENS,Ensemble ! (Majorité présidentielle)
5825,095-10,14,GRANVORKA PUISARD,Princesse,Mme,REC,Reconquête !
5826,095-10,15,MADI,Prabagarane,M.,DVG,Divers gauche
5827,095-10,16,BENSEDDIK,Malek,M.,DVC,Divers centre
5828,095-10,17,DURAND,Richard,M.,RN,Rassemblement National
5829,099-01,1,CARACO,Patrick,M.,LR,Les Républicains
5830,099-01,2,AMAGLIO-TERISSE,Isabelle,Mme,DVG,Divers gauche
5831,099-01,3,MICHON,Gérard,M.,DVD,Divers droite
5832,099-01,4,ADAM,Jennifer,Mme,RN,Rassemblement National
5833,099-01,5,RÉMINIAC,Yann,M.,REG,Régionaliste
5834,099-01,6,ITIER,Emmanuel,M.,DVD,Divers droite
5835,099-01,7,REGIS,James,M.,DSV,Droite souverainiste
5836,099-01,8,ROGER,Florence,Mme,FI,La France Insoumise
5837,099-01,9,LESCURE,Roland,M.,ENS,Ensemble ! (Majorité présidentielle)
5838,099-01,10,OUELHADJ,Alain,M.,REC,Reconquête !
5839,099-01,11,BONDRILLE,Franck,M.,DVD,Divers droite
5840,099-01,12,PARAT-EDOM,Laisely,Mme,RDG,Parti radical de gauche
5841,099-02,1,RIBEIRO,Salvador,M.,DIV,Divers
5842,099-02,2,SAUSSAY,Vanessa,Mme,REG,Régionaliste
5843,099-02,3,COLLARD,Jeoffrey,M.,DIV,Divers
5844,099-02,4,DUPONT,Bertrand,M.,LR,Les Républicains
5845,099-02,5,VANIER,Pierre,M.,DIV,Divers
5846,099-02,6,MARIANNE PEPIN,Thérèse,Mme,RDG,Parti radical de gauche
5847,099-02,7,RODRIGUEZ,Christian,M.,FI,La France Insoumise
5848,099-02,8,CAROIT,Eléonore,Mme,ENS,Ensemble ! (Majorité présidentielle)
5849,099-02,9,LAURENCE,Tim,M.,ECO,Ecologistes
5850,099-02,10,BIURRUN,Martin,M.,DVC,Divers centre
5851,099-02,11,LEFEBVRE,Léa,Mme,RN,Rassemblement National
5852,099-02,12,TRIGALLEAU,Michel,M.,DIV,Divers
5853,099-02,13,PIAT-GUIBERT,Isabelle,Mme,DVG,Divers gauche
5854,099-02,14,THORAILLER,Yves,M.,REC,Reconquête !
5855,099-03,1,LAMARRE,Assamahou,Mme,DIV,Divers
5856,099-03,2,HELAILI-CHAPUIS,Laurence,Mme,DVC,Divers centre
5857,099-03,3,BAILLY,Coralie,Mme,RDG,Parti radical de gauche
5858,099-03,4,HOLROYD,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle)
5859,099-03,5,MINVIELLE,Charlotte,Mme,ECO,Ecologistes
5860,099-03,6,DARRIEUS,Margaux,Mme,REC,Reconquête !
5861,099-03,7,CAZEIN,Aude,Mme,DIV,Divers
5862,099-03,8,GALIAY,Artus,M.,LR,Les Républicains
5863,099-03,9,LEPELTIER,Thomas,M.,ECO,Ecologistes
5864,099-03,10,BEGON,Willy,M.,RN,Rassemblement National
5865,099-03,11,ROMBONI,Valérie,Mme,DIV,Divers
5866,099-04,1,CUIGNET,Emmanuelle,Mme,RN,Rassemblement National
5867,099-04,2,MACHICOTE,Genevieve,Mme,LR,Les Républicains
5868,099-04,3,THEVENOT,Valentin,M.,DIV,Divers
5869,099-04,4,CRONEL,Gaëlle,Mme,DIV,Divers
5870,099-04,5,GONDARD,Cécilia,Mme,SOC,Parti socialiste
5871,099-04,6,DEVERCHERE,Cédric,M.,DIV,Divers
5872,099-04,7,COUTARD,Catherine,Mme,DVG,Divers gauche
5873,099-04,8,MABASI,Marie-Josée,Mme,DVC,Divers centre
5874,099-04,9,GIRARD,Anne-Catherine,Mme,REC,Reconquête !
5875,099-04,10,ANGLADE,Pieyre-Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle)
5876,099-05,1,BEHAR,Claire,Mme,DIV,Divers
5877,099-05,2,GOATER,Laurent,M.,LR,Les Républicains
5878,099-05,3,RIDELLE,Marc,M.,DSV,Droite souverainiste
5879,099-05,4,DE SOUSA TEIXEIRA,Maria Isabel,Mme,RDG,Parti radical de gauche
5880,099-05,5,FONTAINE,Robin,M.,DIV,Divers
5881,099-05,6,VALLS,Manuel,M.,ENS,Ensemble ! (Majorité présidentielle)
5882,099-05,7,BIES,Serge,M.,RN,Rassemblement National
5883,099-05,8,ERASO,Garbiñe,Mme,REG,Régionaliste
5884,099-05,9,LE BERRE,Renaud,M.,ECO,Ecologistes
5885,099-05,10,SANCHEZ PEREZ,José,M.,ECO,Ecologistes
5886,099-05,11,CHAMOUX,Nicolas,M.,REC,Reconquête !
5887,099-05,12,VOJETTA,Stéphane,M.,DVC,Divers centre
5888,099-06,1,RUSAIL,Chantal,Mme,RN,Rassemblement National
5889,099-06,2,BERNARD,Olivier,M.,DIV,Divers
5890,099-06,3,PRIAROLLO,Ernest,M.,DVD,Divers droite
5891,099-06,4,SELLÈS LEFRANC,Michèle,Mme,DVG,Divers gauche
5892,099-06,5,GROSSO,Guillaume,M.,DVG,Divers gauche
5893,099-06,6,MANGIN,Magali,Mme,FI,La France Insoumise
5894,099-06,7,TISSOT,Philippe,M.,REC,Reconquête !
5895,099-06,8,MAZLOUM-MARTIN,Régine,Mme,LR,Les Républicains
5896,099-06,9,CORBRAN,Roxane,Mme,DVC,Divers centre
5897,099-06,10,MENGUE,Danielle,Mme,DVD,Divers droite
5898,099-06,11,DUMARTY,Jérôme,M.,ECO,Ecologistes
5899,099-06,12,CLAVEL,Jean-Philippe,M.,DIV,Divers
5900,099-06,13,FERRACCI,Marc,M.,ENS,Ensemble ! (Majorité présidentielle)
5901,099-06,14,SON-FORGET,Joachim,M.,DVD,Divers droite
5902,099-06,15,DORTHE,Arnaud,M.,REG,Régionaliste
5903,099-07,1,DROUET,Félix,M.,DIV,Divers
5904,099-07,2,PETIT,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle)
5905,099-07,3,DUMAS,Mathilde,Mme,RN,Rassemblement National
5906,099-07,4,DESWEL,Philippe,M.,LR,Les Républicains
5907,099-07,5,LOOBUYCK,Sophie,Mme,REC,Reconquête !
5908,099-07,6,CHARTRAIN,Valérie,Mme,DIV,Divers
5909,099-07,7,CHEDIAC,Sophie,Mme,DVG,Divers gauche
5910,099-07,8,SEGAL,Jérôme,M.,ECO,Ecologistes
5911,099-07,9,GEITER,Bernard,M.,DVC,Divers centre
5912,099-07,10,PATTON,Guy,M.,REG,Régionaliste
5913,099-07,11,BOTEVA-MALO,Tatiana,Mme,ECO,Ecologistes
5914,099-07,12,RHARMAOUI-CLAQUIN,Asma,Mme,FI,La France Insoumise
5915,099-07,13,FONCK,Lucas,M.,DVD,Divers droite
5916,099-07,14,LA ROQUE,Alexandre,M.,DIV,Divers
5917,099-07,15,DENEUVE,Thierry,M.,ECO,Ecologistes
5918,099-07,16,LE MOIGNE,Vassili,M.,DVD,Divers droite
5919,099-08,1,HETZ,Léa Agathe,Mme,DIV,Divers
5920,099-08,2,SIKSIK,Serge,M.,REC,Reconquête !
5921,099-08,3,EZABADI,Milad Nathanaël,M.,DIV,Divers
5922,099-08,4,COLLET,Florence,Mme,DIV,Divers
5923,099-08,5,ABISROR - DE LIEME,Deborah,Mme,ENS,Ensemble ! (Majorité présidentielle)
5924,099-08,6,PICOD,Florian,M.,DVG,Divers gauche
5925,099-08,7,LEHMANN,Hélène,Mme,DIV,Divers
5926,099-08,8,HABIB,Meyer,M.,UDI,Union des Démocrates et des Indépendants
5927,099-08,9,SERBAT,Margaux,Mme,RDG,Parti radical de gauche
5928,099-08,10,GARSON,José,M.,DVC,Divers centre
5929,099-08,11,CARBONNE,Marie-Françoise,Mme,RN,Rassemblement National
5930,099-08,12,TOUITOU,Rachel,Mme,ECO,Ecologistes
5931,099-08,13,RIVOLET,Isabelle,Mme,FI,La France Insoumise
5932,099-09,1,OULKHOUIR,Mohamed,M.,DVD,Divers droite
5933,099-09,2,MORENO,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle)
5934,099-09,3,BEN CHEÏKH,Karim,M.,ECO,Ecologistes
5935,099-09,4,BRUNI,Thiaba,Mme,DVG,Divers gauche
5936,099-09,5,ZOUON,Camille,M.,DIV,Divers
5937,099-09,6,SAGNA SOW,Fatou,Mme,DVC,Divers centre
5938,099-09,7,EL GUERRAB,M'Jid,M.,DVC,Divers centre
5939,099-09,8,SORDET,Ludivine,Mme,RN,Rassemblement National
5940,099-09,9,AMIOT,Nathalie,Mme,REC,Reconquête !
5941,099-09,10,EDDARRAZ,Ahmed,M.,DVC,Divers centre
5942,099-09,11,FONTANIVE,Jean-Claude,M.,DIV,Divers
5943,099-09,12,AZOULAY,David,M.,DVC,Divers centre
5944,099-09,13,BENDEDDOUCHE,Nacim,M.,DVG,Divers gauche
5945,099-09,14,BA,Oumar,M.,DVC,Divers centre
5946,099-09,15,HERBAL,Samira,Mme,DVC,Divers centre
5947,099-09,16,PERIMONY,Sébastien,M.,DVG,Divers gauche
5948,099-09,17,M'FADDEL,Naïma,Mme,LR,Les Républicains
5949,099-09,18,KAAOUT,Rachida,Mme,DVC,Divers centre
5950,099-09,19,BEN M'BAREK,Hassan,M.,DIV,Divers
5951,099-09,20,MARCHES-OUZITANE,Emilie,Mme,RDG,Parti radical de gauche
5952,099-09,21,MARTINEZ,Jean-Claude,M.,DXD,Divers extrême droite
5953,099-09,22,REDDAD,Mehdi,M.,DVC,Divers centre
5954,099-10,1,PIRILLO,Aurélie,Mme,LR,Les Républicains
5955,099-10,2,AZAR,Georges,M.,REC,Reconquête !
5956,099-10,3,DOUDY,Justin,M.,DIV,Divers
5957,099-10,4,LAKRAFI,Amélia,Mme,ENS,Ensemble ! (Majorité présidentielle)
5958,099-10,5,MAARAOUI,Caline,Mme,DIV,Divers
5959,099-10,6,TAIEB,Alain,M.,DVC,Divers centre
5960,099-10,7,DARVISH,Elisabeth,Mme,DVC,Divers centre
5961,099-10,8,DUGUÉ,Caroline,Mme,DVG,Divers gauche
5962,099-10,9,MOUSSA,Chantal,Mme,FI,La France Insoumise
5963,099-10,10,LOOKY,Serilo,M.,DIV,Divers
5964,099-10,11,MALONGA DUCELLIER,Regina,Mme,DIV,Divers
5965,099-10,12,RAUMAIN,Deborah,Mme,RN,Rassemblement National
5966,099-10,13,HOJEIJ,Ali Camille,M.,DVC,Divers centre
5967,099-10,14,ZINZINDOHOUE,Viviane,Mme,ECO,Ecologistes
5968,099-10,15,MOJON-CHEMINADE,Odile,Mme,DVD,Divers droite
5969,099-10,16,ASKAR-WABERI,Ubah,Mme,DSV,Droite souverainiste
5970,099-11,1,GENETET,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
5971,099-11,2,GENTIL,Pascal,M.,DVC,Divers centre
5972,099-11,3,GUYON,Marc,M.,REC,Reconquête !
5973,099-11,4,TAPAYEVA,Tamila,Mme,DSV,Droite souverainiste
5974,099-11,5,MARTIN,Catya,Mme,LR,Les Républicains
5975,099-11,6,VIDAL,Dominique,Mme,COM,Parti communiste français
5976,099-11,7,BURLOTTE,Olivier,M.,RN,Rassemblement National
5977,099-11,8,VIAL KAYSER,Christine,Mme,ECO,Ecologistes
5978,971-01,1,CECE,Raphaël,M.,DXG,Divers extrême gauche
5979,971-01,2,SERVA,Olivier,M.,DVG,Divers gauche
5980,971-01,3,ANGOL,Henri,M.,DIV,Divers
5981,971-01,4,NABAJOTH,Alix,M.,DVG,Divers gauche
5982,971-01,5,FARO,Rudy,M.,DIV,Divers
5983,971-01,6,FABULAS,Thierry Lucien,M.,RN,Rassemblement National
5984,971-01,7,BIRAS,Dominique,M.,DVG,Divers gauche
5985,971-01,8,JACOBY-KOALY,Francillonne,M.,DVG,Divers gauche
5986,971-01,9,CIVILISE,Christian,M.,ECO,Ecologistes
5987,971-01,10,JEAN-PHILIPPE,Eric,M.,DIV,Divers
5988,971-01,11,MONTOUT,Nadège,Mme,FI,La France Insoumise
5989,971-01,12,SMITE,Marie,Mme,UDI,Union des Démocrates et des Indépendants
5990,971-02,1,FERUS,Dun,M.,LR,Les Républicains
5991,971-02,2,RETOUR,Sonia,Mme,UDI,Union des Démocrates et des Indépendants
5992,971-02,3,BENIN,Justine,Mme,ENS,Ensemble ! (Majorité présidentielle)
5993,971-02,4,COUVIN,Pauline,Mme,ECO,Ecologistes
5994,971-02,5,TOLASSY,Ludovic,M.,REG,Régionaliste
5995,971-02,6,TOLA,Michel,M.,DVG,Divers gauche
5996,971-02,7,DELANNAY-CLARA,Christiane,Mme,DSV,Droite souverainiste
5997,971-02,8,GIRDARY-RAMSSAMY,Michel,M.,RN,Rassemblement National
5998,971-02,9,MATHIAS,Nancy,Mme,DVD,Divers droite
5999,971-02,10,PLANTIER,Paola,Mme,REC,Reconquête !
6000,971-02,11,BAPTISTE,Christian,M.,DVG,Divers gauche
6001,971-02,12,CERIL,Aline,Mme,DXG,Divers extrême gauche
6002,971-02,13,BOUGRER,Gérald,M.,DIV,Divers
6003,971-02,14,ROUYAR-CIREDERF,Steeve,M.,DIV,Divers
6004,971-02,15,MAXO,Michelle,Mme,ECO,Ecologistes
6005,971-03,1,HENRY-LEO,Christian-Georges,M.,DIV,Divers
6006,971-03,2,QUIABA,Hubert,M.,ECO,Ecologistes
6007,971-03,3,LOUISY,Ferdy,M.,ENS,Ensemble ! (Majorité présidentielle)
6008,971-03,4,ESDRAS,Sidjie,Mme,DXG,Divers extrême gauche
6009,971-03,5,LAPIN,Raphaël,M.,DVG,Divers gauche
6010,971-03,6,TOLASSY,Rody,M.,RN,Rassemblement National
6011,971-03,7,SAVAN,Fauvert,M.,DIV,Divers
6012,971-03,8,AIGLE,Marie-Laure,Mme,FI,La France Insoumise
6013,971-03,9,GAMA,Béatrice,Mme,UDI,Union des Démocrates et des Indépendants
6014,971-03,10,FLEMIN,Félix Alain,M.,DXG,Divers extrême gauche
6015,971-03,11,PIERQUIN,Delphine,Mme,LR,Les Républicains
6016,971-03,12,TORIBIO,José,M.,DVG,Divers gauche
6017,971-03,13,CABRION,Grégory,M.,DIV,Divers
6018,971-03,14,CHAMMOUGON ANNO,Sylvie,Mme,SOC,Parti socialiste
6019,971-03,15,LUCE,Fabrice,M.,DVC,Divers centre
6020,971-03,16,MATHIASIN,Max,M.,DVC,Divers centre
6021,971-03,17,MAYENGO,Prévert,M.,REC,Reconquête !
6022,971-03,18,ARGIS,René-Claude,M.,DIV,Divers
6023,971-03,19,EDINVAL,Gilbert,M.,DIV,Divers
6024,971-03,20,CONFIAC,Paul Eric,M.,DVG,Divers gauche
6025,971-04,1,PARAN,Martin Germain,M.,DXD,Divers extrême droite
6026,971-04,2,CIVIS,Marguerite,Mme,DVG,Divers gauche
6027,971-04,3,COUDRET,Jordan,M.,DXG,Divers extrême gauche
6028,971-04,4,RAMASSAMY,Jean-Yves,M.,DIV,Divers
6029,971-04,5,PENCHARD,Marie-Luce,Mme,DVC,Divers centre
6030,971-04,6,LUTIN,Lucile,Mme,UDI,Union des Démocrates et des Indépendants
6031,971-04,7,LOUPADIERE,Cédric,M.,LR,Les Républicains
6032,971-04,8,ZOZIO,Christian,M.,REC,Reconquête !
6033,971-04,9,AVRIL,Alain,M.,ECO,Ecologistes
6034,971-04,10,PAISLEY,Yanetti,Mme,FI,La France Insoumise
6035,971-04,11,HOUBLON,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle)
6036,971-04,12,CALIFER,Elie,M.,SOC,Parti socialiste
6037,972-01,1,TABAR,Jonathan,M.,DVD,Divers droite
6038,972-01,2,VALERE,Erick,M.,DVG,Divers gauche
6039,972-01,3,SAMOT,Fred,M.,DVG,Divers gauche
6040,972-01,4,GODARD,Joëlle,Mme,UDI,Union des Démocrates et des Indépendants
6041,972-01,5,JEAN-MARIE-ALPHONSINE,Philippe,M.,DVG,Divers gauche
6042,972-01,6,EDMOND-MARIETTE,Philippe,M.,REG,Régionaliste
6043,972-01,7,BELLAY,Béatrice,Mme,SOC,Parti socialiste
6044,972-01,8,PUISARD,Jean-Pierre,M.,REG,Régionaliste
6045,972-01,9,ROMAIN,Ludovic,M.,DVG,Divers gauche
6046,972-01,10,RANGOLY,Edryan,M.,REC,Reconquête !
6047,972-01,11,MIEVILLY,Yann,M.,ECO,Ecologistes
6048,972-01,12,DELANNAY,Marie-Noelle,Mme,FI,La France Insoumise
6049,972-01,13,LAGIER,Alain-Claude,M.,DVG,Divers gauche
6050,972-01,14,MARTHE-DITE-SURELLY,Marie-Hellen,Mme,DXG,Divers extrême gauche
6051,972-01,15,WILLIAM,Jiovanny,M.,DVG,Divers gauche
6052,972-01,16,BELIMONT,Charles,M.,RN,Rassemblement National
6053,972-01,17,CRISPIN,Eric Thomas,M.,DXG,Divers extrême gauche
6054,972-02,1,SAINT-OLYMPE,Chantal,Mme,DVG,Divers gauche
6055,972-02,2,NADEAU,Marcellin,M.,REG,Régionaliste
6056,972-02,3,VARASSE,Karine,Mme,FI,La France Insoumise
6057,972-02,4,FERRATY,Max,M.,RN,Rassemblement National
6058,972-02,5,RODAP,Astrid,Mme,UDI,Union des Démocrates et des Indépendants
6059,972-02,6,SELLAYE,Marcel,M.,DXG,Divers extrême gauche
6060,972-02,7,ROTSEN,Jean-Baptiste Joseph,M.,DVG,Divers gauche
6061,972-02,8,PAMPHILE,Justin,M.,REG,Régionaliste
6062,972-02,9,JEAN-ELIE,Barbara,Mme,DVG,Divers gauche
6063,972-02,10,DUFEAL,Gaétan,M.,DXG,Divers extrême gauche
6064,972-02,11,BELLAME,Cynthia,Mme,REC,Reconquête !
6065,972-03,1,JEAN-MARIE,Gabriel,M.,DXG,Divers extrême gauche
6066,972-03,2,JOS,Nathalie,Mme,REG,Régionaliste
6067,972-03,3,MOLE,Isabelle,Mme,UDI,Union des Démocrates et des Indépendants
6068,972-03,4,CRAMPON,Cédric,M.,RN,Rassemblement National
6069,972-03,5,ROBIN,Daniel,M.,DVG,Divers gauche
6070,972-03,6,CAROLE,Francis,M.,REG,Régionaliste
6071,972-03,7,JEANVILLE,Marie-Jeanne Françoise,Mme,REC,Reconquête !
6072,972-03,8,GIRAUD,Audrey Arielle,Mme,ENS,Ensemble ! (Majorité présidentielle)
6073,972-03,9,JEAN-BAPTISTE,Jean-Michel,M.,DVG,Divers gauche
6074,972-03,10,RENARD,Thierry,M.,FI,La France Insoumise
6075,972-03,11,BARDET,Joël,M.,REG,Régionaliste
6076,972-03,12,HAJJAR,Johnny,M.,DVG,Divers gauche
6077,972-03,13,NEMOUTHE,Noël,M.,REG,Régionaliste
6078,972-04,1,DINAL,David,M.,DVG,Divers gauche
6079,972-04,2,MIRANDE,Richard Darius,M.,DVG,Divers gauche
6080,972-04,3,THERESE,Karine,Mme,ECO,Ecologistes
6081,972-04,4,LIMERY,David Thérèse,M.,DVG,Divers gauche
6082,972-04,5,TIBERINUS,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
6083,972-04,6,TINAUGUS,Edouard,M.,DVG,Divers gauche
6084,972-04,7,DUVILLE,Ruddy,M.,DVG,Divers gauche
6085,972-04,8,PETIT,Philippe,M.,UDI,Union des Démocrates et des Indépendants
6086,972-04,9,OCCOLIER,Nicolas,M.,RN,Rassemblement National
6087,972-04,10,SAINTE-ROSE,Célia,Mme,REC,Reconquête !
6088,972-04,11,NILOR,Jean-Philippe,M.,REG,Régionaliste
6089,972-04,12,SULIO,Mélanie,Mme,DXG,Divers extrême gauche
6090,972-04,13,LUSBEC,Jean-Marc,M.,LR,Les Républicains
6091,972-04,14,MARIE-JEANNE,Alfred,M.,REG,Régionaliste
6092,973-01,1,DELAR-RENÉ,Jessika,Mme,DVG,Divers gauche
6093,973-01,2,LECHAT-VEGA,Thibault,M.,DVG,Divers gauche
6094,973-01,3,GOUA,Yvane,Mme,REG,Régionaliste
6095,973-01,4,CONTOUT,Yari,M.,DVG,Divers gauche
6096,973-01,5,LETARD,Line,Mme,REG,Régionaliste
6097,973-01,6,FELISSAINT,Emmanuel,M.,DVG,Divers gauche
6098,973-01,7,CHALCO-LEFAY,Rolande,Mme,DVG,Divers gauche
6099,973-01,8,PREVOT-MADERE,Joëlle,Mme,DVD,Divers droite
6100,973-01,9,STEPHENSON,Rudy,M.,DVG,Divers gauche
6101,973-01,10,HARBOURG,Jérôme,M.,RN,Rassemblement National
6102,973-01,11,MADÈRE,Christophe,M.,DVG,Divers gauche
6103,973-01,12,CASTOR,Jean-Victor,M.,REG,Régionaliste
6104,973-01,13,MATHIEU,Mylène,Mme,DVG,Divers gauche
6105,973-01,14,CATTIER,Myrtha,Mme,DVG,Divers gauche
6106,973-01,15,MADELEINE,Alix,M.,DVC,Divers centre
6107,973-01,16,SAGNE,Aurore,Mme,DVG,Divers gauche
6108,973-01,17,BOUBA,Philippe,M.,FI,La France Insoumise
6109,973-01,18,CHONG-SIT,Boris,M.,DVD,Divers droite
6110,973-02,1,KARAM,Wender,M.,SOC,Parti socialiste
6111,973-02,2,JOJE,Gillermo,M.,DVG,Divers gauche
6112,973-02,3,THOMAS,Virgine,Mme,RN,Rassemblement National
6113,973-02,4,RIMANE,Davy,M.,DVG,Divers gauche
6114,973-02,5,PIERRE,Christophe Yanuwana,M.,REG,Régionaliste
6115,973-02,6,ADAM,Lénaïck,M.,ENS,Ensemble ! (Majorité présidentielle)
6116,973-02,7,JEAN-BAPTISTE,Manuel Victor,M.,REG,Régionaliste
6117,973-02,8,BUNCH,Jenny,Mme,DSV,Droite souverainiste
6118,973-02,9,DOLOR,Jean-Philippe,M.,DVC,Divers centre
6119,974-01,1,VAÏTILINGOM,Didier,M.,REG,Régionaliste
6120,974-01,2,SISTERON,Murielle,Mme,LR,Les Républicains
6121,974-01,3,PAYET,Giovanni,M.,DVG,Divers gauche
6122,974-01,4,LEBON,Gaëlle,Mme,RN,Rassemblement National
6123,974-01,5,WELMANT,Sonny,M.,DSV,Droite souverainiste
6124,974-01,6,DUCHEMANN,Yvette,Mme,ECO,Ecologistes
6125,974-01,7,BEEHARRY,Eric,M.,DIV,Divers
6126,974-01,8,GUERIN,Nelsy,Mme,DXG,Divers extrême gauche
6127,974-01,9,POLEYA,Jean Alexandre,M.,DVC,Divers centre
6128,974-01,10,MANGROLIA,Farid,M.,DVC,Divers centre
6129,974-01,11,MAGAMOOTOO,Eric,M.,DVC,Divers centre
6130,974-01,12,MOREL,Jean Jacques,M.,DVD,Divers droite
6131,974-01,13,NAILLET,Philippe,M.,SOC,Parti socialiste
6132,974-01,14,SAUTRON,Ludovic,M.,ECO,Ecologistes
6133,974-01,15,GRONDIN,Hary,M.,DVC,Divers centre
6134,974-01,16,MITHRA,Georges,M.,DVG,Divers gauche
6135,974-01,17,GASP,Corinne,Mme,DXG,Divers extrême gauche
6136,974-02,1,SOILIHI,Sullaiman,M.,DXG,Divers extrême gauche
6137,974-02,2,PERON,Virginie,Mme,REG,Régionaliste
6138,974-02,3,INFANTE,Karine,Mme,REG,Régionaliste
6139,974-02,4,CHEN-TZU-KUONG,Stéphane,M.,REC,Reconquête !
6140,974-02,5,LEBON,Karine,Mme,DVG,Divers gauche
6141,974-02,6,LEGENTIL,Nicolas,M.,DXG,Divers extrême gauche
6142,974-02,7,GRAJA,Michelle,Mme,RN,Rassemblement National
6143,974-02,8,FERRIER,Véronique,Mme,DVD,Divers droite
6144,974-02,9,DEFAUD,Vincent,M.,ECO,Ecologistes
6145,974-02,10,MERA,Alix,M.,DSV,Droite souverainiste
6146,974-02,11,FONTAINE,Erick,M.,REG,Régionaliste
6147,974-02,12,GEORGETTE,Emmanuel,M.,DIV,Divers
6148,974-02,13,FONTAINE,Audrey,Mme,UDI,Union des Démocrates et des Indépendants
6149,974-02,14,HOARAU,Laurent Philippe,M.,DIV,Divers
6150,974-03,1,VIGNE,Aurélie,Mme,COM,Parti communiste français
6151,974-03,2,BOURGOGNE,Rémy,M.,FI,La France Insoumise
6152,974-03,3,DIJOUX,Raphaël,M.,ECO,Ecologistes
6153,974-03,4,VALY,Bachil,M.,ENS,Ensemble ! (Majorité présidentielle)
6154,974-03,5,MOUKINE,Sandrine,Mme,DSV,Droite souverainiste
6155,974-03,6,HOAREAU,Didier,M.,RN,Rassemblement National
6156,974-03,7,BASSIRE,Nathalie,Mme,DVD,Divers droite
6157,974-03,8,FONTAINE,Antoine,M.,DVG,Divers gauche
6158,974-03,9,THEBAULT,Yves,M.,DXG,Divers extrême gauche
6159,974-03,10,TÉCHER,Didier,M.,DVC,Divers centre
6160,974-03,11,CHAUSSALET,Alexis,M.,FI,La France Insoumise
6161,974-03,12,THIEN-AH-KOON,Patrice,M.,DVD,Divers droite
6162,974-03,13,VLODY,Jean Jacques,M.,SOC,Parti socialiste
6163,974-04,1,DIJOUX,Ruth,Mme,ECO,Ecologistes
6164,974-04,2,PAYET,Isabelle,Mme,DIV,Divers
6165,974-04,3,BOUCHER,Annie-Claude Dite Saphia,Mme,RN,Rassemblement National
6166,974-04,4,LATCHOUMANIN,Serge,M.,DXG,Divers extrême gauche
6167,974-04,5,BEMAT,Sharif,M.,ENS,Ensemble ! (Majorité présidentielle)
6168,974-04,6,ALBORA,Stéphane,M.,ECO,Ecologistes
6169,974-04,7,LORION,David,M.,LR,Les Républicains
6170,974-04,8,THAZARD,Rudy,M.,REG,Régionaliste
6171,974-04,9,RIANI,Richard,M.,DIV,Divers
6172,974-04,10,HOAREAU,Patricia,Mme,DSV,Droite souverainiste
6173,974-04,11,K/BIDI,Emeline,Mme,FI,La France Insoumise
